recipe_id,recipe_name,ingredients,quantity,text
17,Лёгкий вермишелевый суп с курицей и сухариками рецепт на 4 порции (Европейская кухня),"Соль и перец, зелень",по вкусу,"Хлеб нарезать кубиками и подсушить в духовке при температуре 120 градусов до хрустящих сухариков.Куриное филе отварить в подсоленной воде до готовности.Морковь натереть на тёрке, лук мелко порезать, выложить на сковородку, посолить, обжарить с небольшим количеством растительного масла.Вермишель высыпать на сухую сковородку и обжарить на небольшом огне при постоянном помешивании без масла до золотистого цвета. Так она будет не разваливаться в супе и придаст ему более насыщенный вкус.Филе порезать на кусочки, положить обратно в бульон. Если вода выкипела, добавить до 2,5 литра, подсолить. Когда бульон закипит положить обжаренные овощи и высыпать вермишель. Добавить перец горошком, лавровый лист, зелень. Варить 5 минут."
17,Лёгкий вермишелевый суп с курицей и сухариками рецепт на 4 порции (Европейская кухня),Хлеб,для сухариков,"Хлеб нарезать кубиками и подсушить в духовке при температуре 120 градусов до хрустящих сухариков.Куриное филе отварить в подсоленной воде до готовности.Морковь натереть на тёрке, лук мелко порезать, выложить на сковородку, посолить, обжарить с небольшим количеством растительного масла.Вермишель высыпать на сухую сковородку и обжарить на небольшом огне при постоянном помешивании без масла до золотистого цвета. Так она будет не разваливаться в супе и придаст ему более насыщенный вкус.Филе порезать на кусочки, положить обратно в бульон. Если вода выкипела, добавить до 2,5 литра, подсолить. Когда бульон закипит положить обжаренные овощи и высыпать вермишель. Добавить перец горошком, лавровый лист, зелень. Варить 5 минут."
18,"Куриные голени с картофелем, запечённые в духовке рецепт на 3 порции (Европейская кухня)",Куриные голени,6 штук,"Подготавливаем куриные голени: моем, обсушиваем. Сметану смешиваем с томатной пастой, травами, добавляем соль, перец, протертый чеснок. Голени обмазываем получившейся смесью, оставляем мариноваться на 1 час.Картофель чистим, нарезаем кружочками. Лук нарезаем полукольцами.Соединяем картофель и лук, добавляем оливковое масло, соль, перец, перемешиваем.Выкладываем картофель с луком в форму, сверху кладём голени, закрываем фольгой и ставим на 1час при температуре 180 градусов.Снимаем фольгу и оставляем в духовке ещё на 30 минут. Если остаётся много жидкости, её можно аккуратно слить и подержать блюдо в духовке еще 10-15 минут."
18,"Куриные голени с картофелем, запечённые в духовке рецепт на 3 порции (Европейская кухня)",Картофель,800 г,"Подготавливаем куриные голени: моем, обсушиваем. Сметану смешиваем с томатной пастой, травами, добавляем соль, перец, протертый чеснок. Голени обмазываем получившейся смесью, оставляем мариноваться на 1 час.Картофель чистим, нарезаем кружочками. Лук нарезаем полукольцами.Соединяем картофель и лук, добавляем оливковое масло, соль, перец, перемешиваем.Выкладываем картофель с луком в форму, сверху кладём голени, закрываем фольгой и ставим на 1час при температуре 180 градусов.Снимаем фольгу и оставляем в духовке ещё на 30 минут. Если остаётся много жидкости, её можно аккуратно слить и подержать блюдо в духовке еще 10-15 минут."
18,"Куриные голени с картофелем, запечённые в духовке рецепт на 3 порции (Европейская кухня)",Сметана,3 ст. л.,"Подготавливаем куриные голени: моем, обсушиваем. Сметану смешиваем с томатной пастой, травами, добавляем соль, перец, протертый чеснок. Голени обмазываем получившейся смесью, оставляем мариноваться на 1 час.Картофель чистим, нарезаем кружочками. Лук нарезаем полукольцами.Соединяем картофель и лук, добавляем оливковое масло, соль, перец, перемешиваем.Выкладываем картофель с луком в форму, сверху кладём голени, закрываем фольгой и ставим на 1час при температуре 180 градусов.Снимаем фольгу и оставляем в духовке ещё на 30 минут. Если остаётся много жидкости, её можно аккуратно слить и подержать блюдо в духовке еще 10-15 минут."
18,"Куриные голени с картофелем, запечённые в духовке рецепт на 3 порции (Европейская кухня)",Томатная паста,1 ч. л.,"Подготавливаем куриные голени: моем, обсушиваем. Сметану смешиваем с томатной пастой, травами, добавляем соль, перец, протертый чеснок. Голени обмазываем получившейся смесью, оставляем мариноваться на 1 час.Картофель чистим, нарезаем кружочками. Лук нарезаем полукольцами.Соединяем картофель и лук, добавляем оливковое масло, соль, перец, перемешиваем.Выкладываем картофель с луком в форму, сверху кладём голени, закрываем фольгой и ставим на 1час при температуре 180 градусов.Снимаем фольгу и оставляем в духовке ещё на 30 минут. Если остаётся много жидкости, её можно аккуратно слить и подержать блюдо в духовке еще 10-15 минут."
18,"Куриные голени с картофелем, запечённые в духовке рецепт на 3 порции (Европейская кухня)",Смесь трав,для мяса,"Подготавливаем куриные голени: моем, обсушиваем. Сметану смешиваем с томатной пастой, травами, добавляем соль, перец, протертый чеснок. Голени обмазываем получившейся смесью, оставляем мариноваться на 1 час.Картофель чистим, нарезаем кружочками. Лук нарезаем полукольцами.Соединяем картофель и лук, добавляем оливковое масло, соль, перец, перемешиваем.Выкладываем картофель с луком в форму, сверху кладём голени, закрываем фольгой и ставим на 1час при температуре 180 градусов.Снимаем фольгу и оставляем в духовке ещё на 30 минут. Если остаётся много жидкости, её можно аккуратно слить и подержать блюдо в духовке еще 10-15 минут."
18,"Куриные голени с картофелем, запечённые в духовке рецепт на 3 порции (Европейская кухня)",Чеснок,1-2 зубчика,"Подготавливаем куриные голени: моем, обсушиваем. Сметану смешиваем с томатной пастой, травами, добавляем соль, перец, протертый чеснок. Голени обмазываем получившейся смесью, оставляем мариноваться на 1 час.Картофель чистим, нарезаем кружочками. Лук нарезаем полукольцами.Соединяем картофель и лук, добавляем оливковое масло, соль, перец, перемешиваем.Выкладываем картофель с луком в форму, сверху кладём голени, закрываем фольгой и ставим на 1час при температуре 180 градусов.Снимаем фольгу и оставляем в духовке ещё на 30 минут. Если остаётся много жидкости, её можно аккуратно слить и подержать блюдо в духовке еще 10-15 минут."
18,"Куриные голени с картофелем, запечённые в духовке рецепт на 3 порции (Европейская кухня)",Оливковое масло,2 ст. л.,"Подготавливаем куриные голени: моем, обсушиваем. Сметану смешиваем с томатной пастой, травами, добавляем соль, перец, протертый чеснок. Голени обмазываем получившейся смесью, оставляем мариноваться на 1 час.Картофель чистим, нарезаем кружочками. Лук нарезаем полукольцами.Соединяем картофель и лук, добавляем оливковое масло, соль, перец, перемешиваем.Выкладываем картофель с луком в форму, сверху кладём голени, закрываем фольгой и ставим на 1час при температуре 180 градусов.Снимаем фольгу и оставляем в духовке ещё на 30 минут. Если остаётся много жидкости, её можно аккуратно слить и подержать блюдо в духовке еще 10-15 минут."
18,"Куриные голени с картофелем, запечённые в духовке рецепт на 3 порции (Европейская кухня)",Соль и перец,по вкусу,"Подготавливаем куриные голени: моем, обсушиваем. Сметану смешиваем с томатной пастой, травами, добавляем соль, перец, протертый чеснок. Голени обмазываем получившейся смесью, оставляем мариноваться на 1 час.Картофель чистим, нарезаем кружочками. Лук нарезаем полукольцами.Соединяем картофель и лук, добавляем оливковое масло, соль, перец, перемешиваем.Выкладываем картофель с луком в форму, сверху кладём голени, закрываем фольгой и ставим на 1час при температуре 180 градусов.Снимаем фольгу и оставляем в духовке ещё на 30 минут. Если остаётся много жидкости, её можно аккуратно слить и подержать блюдо в духовке еще 10-15 минут."
19,"Скумбрия с рисом и овощами, запечённая в духовке рецепт на 4 порции (Европейская кухня)",Скумбрия,2 шт,"Подготавливаем рыбу: отрезаем хвост, голову, плавники, вынимаем внутренности, отделяем черную плёночку, промываем, обсушиваем, нарезаем кусочками.Подготовленные кусочки рыбы выкладываем в миску, добавляем сметану, половину чайной ложки соли, приправу для рыбы, перец, перемешиваем.Лук и перец нарезаем, морковь либо натираем на крупной тёрке, либо нарезаем брусочками. Обжариваем овощи на растительном масле.Рис тщательно промываем в холодной воде, даём хорошо стечь, высыпаем его к обжаренным овощам, добавляем 1 ч л соли, перец, перемешиваем. Держим на огне 4 минуты, постоянно перемешивая.Выложить рис в форму с высокими бортиками, разровнять.Добавляем 600 мл воды, выкладываем подготовленные кусочки рыбы, накрываем фольгой и отправляем в духовку на 1 час при температуре 200 градусов (до готовности риса)Снимаем фольгу и запекаем ещё 20-30 минут при температуре 180 градусов до зарумянивания рыбы."
19,"Скумбрия с рисом и овощами, запечённая в духовке рецепт на 4 порции (Европейская кухня)",Рис длинный,300 г,"Подготавливаем рыбу: отрезаем хвост, голову, плавники, вынимаем внутренности, отделяем черную плёночку, промываем, обсушиваем, нарезаем кусочками.Подготовленные кусочки рыбы выкладываем в миску, добавляем сметану, половину чайной ложки соли, приправу для рыбы, перец, перемешиваем.Лук и перец нарезаем, морковь либо натираем на крупной тёрке, либо нарезаем брусочками. Обжариваем овощи на растительном масле.Рис тщательно промываем в холодной воде, даём хорошо стечь, высыпаем его к обжаренным овощам, добавляем 1 ч л соли, перец, перемешиваем. Держим на огне 4 минуты, постоянно перемешивая.Выложить рис в форму с высокими бортиками, разровнять.Добавляем 600 мл воды, выкладываем подготовленные кусочки рыбы, накрываем фольгой и отправляем в духовку на 1 час при температуре 200 градусов (до готовности риса)Снимаем фольгу и запекаем ещё 20-30 минут при температуре 180 градусов до зарумянивания рыбы."
19,"Скумбрия с рисом и овощами, запечённая в духовке рецепт на 4 порции (Европейская кухня)",Морковь,1 шт,"Подготавливаем рыбу: отрезаем хвост, голову, плавники, вынимаем внутренности, отделяем черную плёночку, промываем, обсушиваем, нарезаем кусочками.Подготовленные кусочки рыбы выкладываем в миску, добавляем сметану, половину чайной ложки соли, приправу для рыбы, перец, перемешиваем.Лук и перец нарезаем, морковь либо натираем на крупной тёрке, либо нарезаем брусочками. Обжариваем овощи на растительном масле.Рис тщательно промываем в холодной воде, даём хорошо стечь, высыпаем его к обжаренным овощам, добавляем 1 ч л соли, перец, перемешиваем. Держим на огне 4 минуты, постоянно перемешивая.Выложить рис в форму с высокими бортиками, разровнять.Добавляем 600 мл воды, выкладываем подготовленные кусочки рыбы, накрываем фольгой и отправляем в духовку на 1 час при температуре 200 градусов (до готовности риса)Снимаем фольгу и запекаем ещё 20-30 минут при температуре 180 градусов до зарумянивания рыбы."
19,"Скумбрия с рисом и овощами, запечённая в духовке рецепт на 4 порции (Европейская кухня)",Лук,1 шт,"Подготавливаем рыбу: отрезаем хвост, голову, плавники, вынимаем внутренности, отделяем черную плёночку, промываем, обсушиваем, нарезаем кусочками.Подготовленные кусочки рыбы выкладываем в миску, добавляем сметану, половину чайной ложки соли, приправу для рыбы, перец, перемешиваем.Лук и перец нарезаем, морковь либо натираем на крупной тёрке, либо нарезаем брусочками. Обжариваем овощи на растительном масле.Рис тщательно промываем в холодной воде, даём хорошо стечь, высыпаем его к обжаренным овощам, добавляем 1 ч л соли, перец, перемешиваем. Держим на огне 4 минуты, постоянно перемешивая.Выложить рис в форму с высокими бортиками, разровнять.Добавляем 600 мл воды, выкладываем подготовленные кусочки рыбы, накрываем фольгой и отправляем в духовку на 1 час при температуре 200 градусов (до готовности риса)Снимаем фольгу и запекаем ещё 20-30 минут при температуре 180 градусов до зарумянивания рыбы."
19,"Скумбрия с рисом и овощами, запечённая в духовке рецепт на 4 порции (Европейская кухня)",Сладкий перец,1 шт,"Подготавливаем рыбу: отрезаем хвост, голову, плавники, вынимаем внутренности, отделяем черную плёночку, промываем, обсушиваем, нарезаем кусочками.Подготовленные кусочки рыбы выкладываем в миску, добавляем сметану, половину чайной ложки соли, приправу для рыбы, перец, перемешиваем.Лук и перец нарезаем, морковь либо натираем на крупной тёрке, либо нарезаем брусочками. Обжариваем овощи на растительном масле.Рис тщательно промываем в холодной воде, даём хорошо стечь, высыпаем его к обжаренным овощам, добавляем 1 ч л соли, перец, перемешиваем. Держим на огне 4 минуты, постоянно перемешивая.Выложить рис в форму с высокими бортиками, разровнять.Добавляем 600 мл воды, выкладываем подготовленные кусочки рыбы, накрываем фольгой и отправляем в духовку на 1 час при температуре 200 градусов (до готовности риса)Снимаем фольгу и запекаем ещё 20-30 минут при температуре 180 градусов до зарумянивания рыбы."
19,"Скумбрия с рисом и овощами, запечённая в духовке рецепт на 4 порции (Европейская кухня)",Масло растительное,3 ст. л.,"Подготавливаем рыбу: отрезаем хвост, голову, плавники, вынимаем внутренности, отделяем черную плёночку, промываем, обсушиваем, нарезаем кусочками.Подготовленные кусочки рыбы выкладываем в миску, добавляем сметану, половину чайной ложки соли, приправу для рыбы, перец, перемешиваем.Лук и перец нарезаем, морковь либо натираем на крупной тёрке, либо нарезаем брусочками. Обжариваем овощи на растительном масле.Рис тщательно промываем в холодной воде, даём хорошо стечь, высыпаем его к обжаренным овощам, добавляем 1 ч л соли, перец, перемешиваем. Держим на огне 4 минуты, постоянно перемешивая.Выложить рис в форму с высокими бортиками, разровнять.Добавляем 600 мл воды, выкладываем подготовленные кусочки рыбы, накрываем фольгой и отправляем в духовку на 1 час при температуре 200 градусов (до готовности риса)Снимаем фольгу и запекаем ещё 20-30 минут при температуре 180 градусов до зарумянивания рыбы."
19,"Скумбрия с рисом и овощами, запечённая в духовке рецепт на 4 порции (Европейская кухня)",Сметана,3 ст. л.,"Подготавливаем рыбу: отрезаем хвост, голову, плавники, вынимаем внутренности, отделяем черную плёночку, промываем, обсушиваем, нарезаем кусочками.Подготовленные кусочки рыбы выкладываем в миску, добавляем сметану, половину чайной ложки соли, приправу для рыбы, перец, перемешиваем.Лук и перец нарезаем, морковь либо натираем на крупной тёрке, либо нарезаем брусочками. Обжариваем овощи на растительном масле.Рис тщательно промываем в холодной воде, даём хорошо стечь, высыпаем его к обжаренным овощам, добавляем 1 ч л соли, перец, перемешиваем. Держим на огне 4 минуты, постоянно перемешивая.Выложить рис в форму с высокими бортиками, разровнять.Добавляем 600 мл воды, выкладываем подготовленные кусочки рыбы, накрываем фольгой и отправляем в духовку на 1 час при температуре 200 градусов (до готовности риса)Снимаем фольгу и запекаем ещё 20-30 минут при температуре 180 градусов до зарумянивания рыбы."
19,"Скумбрия с рисом и овощами, запечённая в духовке рецепт на 4 порции (Европейская кухня)",Соль,"1,5 ч. л.","Подготавливаем рыбу: отрезаем хвост, голову, плавники, вынимаем внутренности, отделяем черную плёночку, промываем, обсушиваем, нарезаем кусочками.Подготовленные кусочки рыбы выкладываем в миску, добавляем сметану, половину чайной ложки соли, приправу для рыбы, перец, перемешиваем.Лук и перец нарезаем, морковь либо натираем на крупной тёрке, либо нарезаем брусочками. Обжариваем овощи на растительном масле.Рис тщательно промываем в холодной воде, даём хорошо стечь, высыпаем его к обжаренным овощам, добавляем 1 ч л соли, перец, перемешиваем. Держим на огне 4 минуты, постоянно перемешивая.Выложить рис в форму с высокими бортиками, разровнять.Добавляем 600 мл воды, выкладываем подготовленные кусочки рыбы, накрываем фольгой и отправляем в духовку на 1 час при температуре 200 градусов (до готовности риса)Снимаем фольгу и запекаем ещё 20-30 минут при температуре 180 градусов до зарумянивания рыбы."
19,"Скумбрия с рисом и овощами, запечённая в духовке рецепт на 4 порции (Европейская кухня)",Приправа для рыбы,1 ч. л.,"Подготавливаем рыбу: отрезаем хвост, голову, плавники, вынимаем внутренности, отделяем черную плёночку, промываем, обсушиваем, нарезаем кусочками.Подготовленные кусочки рыбы выкладываем в миску, добавляем сметану, половину чайной ложки соли, приправу для рыбы, перец, перемешиваем.Лук и перец нарезаем, морковь либо натираем на крупной тёрке, либо нарезаем брусочками. Обжариваем овощи на растительном масле.Рис тщательно промываем в холодной воде, даём хорошо стечь, высыпаем его к обжаренным овощам, добавляем 1 ч л соли, перец, перемешиваем. Держим на огне 4 минуты, постоянно перемешивая.Выложить рис в форму с высокими бортиками, разровнять.Добавляем 600 мл воды, выкладываем подготовленные кусочки рыбы, накрываем фольгой и отправляем в духовку на 1 час при температуре 200 градусов (до готовности риса)Снимаем фольгу и запекаем ещё 20-30 минут при температуре 180 градусов до зарумянивания рыбы."
19,"Скумбрия с рисом и овощами, запечённая в духовке рецепт на 4 порции (Европейская кухня)",Вода,600 мл,"Подготавливаем рыбу: отрезаем хвост, голову, плавники, вынимаем внутренности, отделяем черную плёночку, промываем, обсушиваем, нарезаем кусочками.Подготовленные кусочки рыбы выкладываем в миску, добавляем сметану, половину чайной ложки соли, приправу для рыбы, перец, перемешиваем.Лук и перец нарезаем, морковь либо натираем на крупной тёрке, либо нарезаем брусочками. Обжариваем овощи на растительном масле.Рис тщательно промываем в холодной воде, даём хорошо стечь, высыпаем его к обжаренным овощам, добавляем 1 ч л соли, перец, перемешиваем. Держим на огне 4 минуты, постоянно перемешивая.Выложить рис в форму с высокими бортиками, разровнять.Добавляем 600 мл воды, выкладываем подготовленные кусочки рыбы, накрываем фольгой и отправляем в духовку на 1 час при температуре 200 градусов (до готовности риса)Снимаем фольгу и запекаем ещё 20-30 минут при температуре 180 градусов до зарумянивания рыбы."
19,"Скумбрия с рисом и овощами, запечённая в духовке рецепт на 4 порции (Европейская кухня)",Перец чёрный,по вкусу.,"Подготавливаем рыбу: отрезаем хвост, голову, плавники, вынимаем внутренности, отделяем черную плёночку, промываем, обсушиваем, нарезаем кусочками.Подготовленные кусочки рыбы выкладываем в миску, добавляем сметану, половину чайной ложки соли, приправу для рыбы, перец, перемешиваем.Лук и перец нарезаем, морковь либо натираем на крупной тёрке, либо нарезаем брусочками. Обжариваем овощи на растительном масле.Рис тщательно промываем в холодной воде, даём хорошо стечь, высыпаем его к обжаренным овощам, добавляем 1 ч л соли, перец, перемешиваем. Держим на огне 4 минуты, постоянно перемешивая.Выложить рис в форму с высокими бортиками, разровнять.Добавляем 600 мл воды, выкладываем подготовленные кусочки рыбы, накрываем фольгой и отправляем в духовку на 1 час при температуре 200 градусов (до готовности риса)Снимаем фольгу и запекаем ещё 20-30 минут при температуре 180 градусов до зарумянивания рыбы."
20,"Красная рыба с овощами под сыром, запечённая в духовке рецепт на 4 порции (Европейская кухня)",Средняя красная рыба (горбуша),1 шт.,"Красную рыбу разрезать вдоль пополам, отделить от кости, выбрать мелкие косточки.Получившиеся половинки рыбного филе положить на пергамент, посолить, поперчить, слегка смазать майонезом.Лук порезать тонкими полу кольцами, выложить на рыбу.Помидорки тоже режем, выкладываем поверх лука, немного солим.Посыпаем тёртым сыром, сверху немного смазываем майонезом (можно сметаной), чтобы сыр не засох (можно смешать тёртый сыр со столовой ложкой майонеза и аккуратно распределить массу поверх помидор).Сворачиваем пергамент в виде ""лодочки"" и ставим нашу рыбку в разогретую духовку на 1 час при температуре 180 градусов."
20,"Красная рыба с овощами под сыром, запечённая в духовке рецепт на 4 порции (Европейская кухня)",Луковицы,2 шт.,"Красную рыбу разрезать вдоль пополам, отделить от кости, выбрать мелкие косточки.Получившиеся половинки рыбного филе положить на пергамент, посолить, поперчить, слегка смазать майонезом.Лук порезать тонкими полу кольцами, выложить на рыбу.Помидорки тоже режем, выкладываем поверх лука, немного солим.Посыпаем тёртым сыром, сверху немного смазываем майонезом (можно сметаной), чтобы сыр не засох (можно смешать тёртый сыр со столовой ложкой майонеза и аккуратно распределить массу поверх помидор).Сворачиваем пергамент в виде ""лодочки"" и ставим нашу рыбку в разогретую духовку на 1 час при температуре 180 градусов."
20,"Красная рыба с овощами под сыром, запечённая в духовке рецепт на 4 порции (Европейская кухня)",Томаты,4 шт.,"Красную рыбу разрезать вдоль пополам, отделить от кости, выбрать мелкие косточки.Получившиеся половинки рыбного филе положить на пергамент, посолить, поперчить, слегка смазать майонезом.Лук порезать тонкими полу кольцами, выложить на рыбу.Помидорки тоже режем, выкладываем поверх лука, немного солим.Посыпаем тёртым сыром, сверху немного смазываем майонезом (можно сметаной), чтобы сыр не засох (можно смешать тёртый сыр со столовой ложкой майонеза и аккуратно распределить массу поверх помидор).Сворачиваем пергамент в виде ""лодочки"" и ставим нашу рыбку в разогретую духовку на 1 час при температуре 180 градусов."
20,"Красная рыба с овощами под сыром, запечённая в духовке рецепт на 4 порции (Европейская кухня)",Сыр,200 г,"Красную рыбу разрезать вдоль пополам, отделить от кости, выбрать мелкие косточки.Получившиеся половинки рыбного филе положить на пергамент, посолить, поперчить, слегка смазать майонезом.Лук порезать тонкими полу кольцами, выложить на рыбу.Помидорки тоже режем, выкладываем поверх лука, немного солим.Посыпаем тёртым сыром, сверху немного смазываем майонезом (можно сметаной), чтобы сыр не засох (можно смешать тёртый сыр со столовой ложкой майонеза и аккуратно распределить массу поверх помидор).Сворачиваем пергамент в виде ""лодочки"" и ставим нашу рыбку в разогретую духовку на 1 час при температуре 180 градусов."
20,"Красная рыба с овощами под сыром, запечённая в духовке рецепт на 4 порции (Европейская кухня)",Майонез,1 ст. л,"Красную рыбу разрезать вдоль пополам, отделить от кости, выбрать мелкие косточки.Получившиеся половинки рыбного филе положить на пергамент, посолить, поперчить, слегка смазать майонезом.Лук порезать тонкими полу кольцами, выложить на рыбу.Помидорки тоже режем, выкладываем поверх лука, немного солим.Посыпаем тёртым сыром, сверху немного смазываем майонезом (можно сметаной), чтобы сыр не засох (можно смешать тёртый сыр со столовой ложкой майонеза и аккуратно распределить массу поверх помидор).Сворачиваем пергамент в виде ""лодочки"" и ставим нашу рыбку в разогретую духовку на 1 час при температуре 180 градусов."
20,"Красная рыба с овощами под сыром, запечённая в духовке рецепт на 4 порции (Европейская кухня)","Соль, перец",по вкусу,"Красную рыбу разрезать вдоль пополам, отделить от кости, выбрать мелкие косточки.Получившиеся половинки рыбного филе положить на пергамент, посолить, поперчить, слегка смазать майонезом.Лук порезать тонкими полу кольцами, выложить на рыбу.Помидорки тоже режем, выкладываем поверх лука, немного солим.Посыпаем тёртым сыром, сверху немного смазываем майонезом (можно сметаной), чтобы сыр не засох (можно смешать тёртый сыр со столовой ложкой майонеза и аккуратно распределить массу поверх помидор).Сворачиваем пергамент в виде ""лодочки"" и ставим нашу рыбку в разогретую духовку на 1 час при температуре 180 градусов."
20,"Красная рыба с овощами под сыром, запечённая в духовке рецепт на 4 порции (Европейская кухня)",Растительное масло,для обжарки,"Красную рыбу разрезать вдоль пополам, отделить от кости, выбрать мелкие косточки.Получившиеся половинки рыбного филе положить на пергамент, посолить, поперчить, слегка смазать майонезом.Лук порезать тонкими полу кольцами, выложить на рыбу.Помидорки тоже режем, выкладываем поверх лука, немного солим.Посыпаем тёртым сыром, сверху немного смазываем майонезом (можно сметаной), чтобы сыр не засох (можно смешать тёртый сыр со столовой ложкой майонеза и аккуратно распределить массу поверх помидор).Сворачиваем пергамент в виде ""лодочки"" и ставим нашу рыбку в разогретую духовку на 1 час при температуре 180 градусов."
21,Черничный пирог рецепт на 3 порции (Русская кухня),Масло сливочное,100 гр.,"Сначала делаем тесто. Делается легко и быстро. Для этого смешать куриное яйцо, насыпаем 80 грамм сахара, кладём 100 грамм сливочного масла и одну ложку сметаны, разрыхлитель 1 ч.л., ванилин, щепотку соли.Форму смазать маслом, присыпаем мукой и распределить тесто руками по форме. Затем сделать надколы вилкой в нескольких местах.Начинка так же делается очень просто и быстро.Смешать 400 гр. творога, 3 ст.л. сметаны, 1 яйцо, сахар 100 гр., ванилин, щепотку соли.Чернику перемешать с крахмалом и поместить в формочку с тестом.Предварительно разогреваем духовку на температуру 180 градусов. Выпекать около 30-40 минут.После выпекания дать полностью остыть."
21,Черничный пирог рецепт на 3 порции (Русская кухня),Яйца,2 шт,"Сначала делаем тесто. Делается легко и быстро. Для этого смешать куриное яйцо, насыпаем 80 грамм сахара, кладём 100 грамм сливочного масла и одну ложку сметаны, разрыхлитель 1 ч.л., ванилин, щепотку соли.Форму смазать маслом, присыпаем мукой и распределить тесто руками по форме. Затем сделать надколы вилкой в нескольких местах.Начинка так же делается очень просто и быстро.Смешать 400 гр. творога, 3 ст.л. сметаны, 1 яйцо, сахар 100 гр., ванилин, щепотку соли.Чернику перемешать с крахмалом и поместить в формочку с тестом.Предварительно разогреваем духовку на температуру 180 градусов. Выпекать около 30-40 минут.После выпекания дать полностью остыть."
